id	type	timeindex	count	platformtype	needcount	reward	rank
1049	2	34	1	6	800	10000_1001_300,30000_7209_4,30000_6004_2	1
1050	2	34	1	6	2080	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
1051	2	35	1	6	800	10000_1001_300,30000_7209_4,30000_6004_2	1
1052	2	35	1	6	2080	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
1053	2	36	1	6	800	10000_1001_300,30000_7209_4,30000_6004_2	1
1054	2	36	1	6	2080	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
1055	2	37	1	6	800	10000_1001_300,30000_7209_4,30000_6004_2	1
1056	2	37	1	6	2080	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
1057	2	38	1	6	800	10000_1001_300,30000_7209_4,30000_6004_2	1
1058	2	38	1	6	2080	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
1059	2	39	1	6	800	10000_1001_300,30000_7209_4,30000_6004_2	1
1060	2	39	1	6	2080	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
1061	2	40	1	6	800	10000_1001_300,30000_7209_4,30000_6004_2	1
1062	2	40	1	6	2080	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
1063	2	41	1	6	800	10000_1001_300,30000_7209_4,30000_6004_2	1
1064	2	41	1	6	2080	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
1065	3	201	0	6	500	30000_6004_2	1
1066	3	201	0	6	1000	30000_6004_5,30000_3001_4	2
1067	3	201	0	6	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
1068	3	201	0	6	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
1069	3	201	0	6	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
1070	3	201	0	6	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
1071	3	201	0	6	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
1072	3	201	0	6	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
1073	3	202	0	6	500	30000_6004_2	1
1074	3	202	0	6	1000	30000_6004_5,30000_3001_4	2
1075	3	202	0	6	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
1076	3	202	0	6	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
1077	3	202	0	6	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
1078	3	202	0	6	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
1079	3	202	0	6	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
1080	3	202	0	6	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
1081	3	203	0	6	500	30000_6004_2	1
1082	3	203	0	6	1000	30000_6004_5,30000_3001_4	2
1083	3	203	0	6	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
1084	3	203	0	6	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
1085	3	203	0	6	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
1086	3	203	0	6	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
1087	3	203	0	6	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
1088	3	203	0	6	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
1089	3	204	0	6	500	30000_6004_2	1
1090	3	204	0	6	1000	30000_6004_5,30000_3001_4	2
1091	3	204	0	6	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
1092	3	204	0	6	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
1093	3	204	0	6	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
1094	3	204	0	6	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
1095	3	204	0	6	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
1096	3	204	0	6	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
1097	3	205	0	6	500	30000_6004_2	1
1098	3	205	0	6	1000	30000_6004_5,30000_3001_4	2
1099	3	205	0	6	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
1100	3	205	0	6	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
1101	3	205	0	6	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
1102	3	205	0	6	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
1103	3	205	0	6	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
1104	3	205	0	6	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
1105	3	206	0	6	500	30000_6004_2	1
1106	3	206	0	6	1000	30000_6004_5,30000_3001_4	2
1107	3	206	0	6	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
1108	3	206	0	6	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
1109	3	206	0	6	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
1110	3	206	0	6	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
1111	3	206	0	6	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
1112	3	206	0	6	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
1113	3	207	0	6	500	30000_6004_2	1
1114	3	207	0	6	1000	30000_6004_5,30000_3001_4	2
1115	3	207	0	6	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
1116	3	207	0	6	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
1117	3	207	0	6	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
1118	3	207	0	6	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
1119	3	207	0	6	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
1120	3	207	0	6	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
1121	3	208	0	6	500	30000_6004_2	1
1122	3	208	0	6	1000	30000_6004_5,30000_3001_4	2
1123	3	208	0	6	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
1124	3	208	0	6	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
1125	3	208	0	6	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
1126	3	208	0	6	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
1127	3	208	0	6	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
1128	3	208	0	6	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
1129	1	101	0	6	640	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_500	1
1130	1	101	0	6	1280	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_1200	2
1131	1	101	0	6	4000	10000_1001_960,30000_7224_2,30000_6004_10,30000_7603_8	3
1132	1	101	0	6	8000	10000_1001_960,30000_7224_2,30000_6004_20,30000_7603_14	4
1133	1	101	0	6	10400	10000_1001_960,30000_7224_3,30000_6004_20,30000_7209_40	5
1134	1	101	0	6	20000	10000_1001_1500,30000_7224_4,30000_6004_30,30000_7209_50	6
1135	1	101	0	6	32000	10000_1001_2800,30000_7224_5,30000_6004_30,30000_7209_60	7
1136	1	101	0	6	52800	10000_1001_4000,30000_7224_5,30000_6004_40,30000_7209_80	8
1137	1	101	0	6	79920	10000_1001_6500,30000_7224_5,30000_6004_50,30000_7209_120	9
1138	1	102	0	6	640	10000_1001_480,30000_3001_12,30000_3501_12,30000_3801_12	1
1139	1	102	0	6	1280	10000_1001_480,30000_7006_2,30000_3001_26,30000_3501_26	2
1140	1	102	0	6	4000	10000_1001_960,30000_7006_3,30000_3001_40,30000_3501_40	3
1141	1	102	0	6	8000	10000_1001_960,30000_7006_5,30000_3001_60,30000_3501_60	4
1142	1	102	0	6	10400	10000_1001_960,30000_7006_8,30000_6004_20,30000_7209_40	5
1143	1	102	0	6	20000	10000_1001_1500,40000_1013_1,30000_6004_30,30000_7209_50	6
1144	1	102	0	6	32000	10000_1001_2800,40000_2013_1,30000_6004_30,30000_7209_60	7
1145	1	102	0	6	52800	10000_1001_4000,40000_4013_1,30000_6004_40,30000_7209_80	8
1146	1	102	0	6	79920	10000_1001_6500,40000_3013_1,30000_6004_50,30000_7209_120	9
1147	1	103	0	6	640	10000_1001_480,30000_6004_5,30000_7197_10,30000_7501_50	1
1148	1	103	0	6	1280	10000_1001_480,30000_6004_5,30000_7197_20,30000_7501_50	2
1149	1	103	0	6	4000	10000_1001_960,30000_6004_10,30000_7198_20,30000_7501_100	3
1150	1	103	0	6	8000	10000_1001_960,30000_6004_20,30000_7198_20,30000_7501_200	4
1151	1	103	0	6	10400	10000_1001_960,30000_6004_20,30000_7199_30,30000_7501_300	5
1152	1	103	0	6	20000	10000_1001_1500,30000_6004_30,30000_7199_30,30000_7501_500	6
1153	1	103	0	6	32000	10000_1001_2800,30000_6004_30,30000_7220_4,30000_7501_1000	7
1156	1	104	0	6	640	10000_1001_480,70000_1_100,30000_3501_12,30000_3801_12	1
1157	1	104	0	6	1280	10000_1001_480,70000_1_100,30000_3001_26,30000_3501_26	2
1158	1	104	0	6	4000	10000_1001_960,70000_1_200,30000_3001_40,30000_3501_40	3
1159	1	104	0	6	8000	10000_1001_960,70000_1_300,30000_3001_60,30000_3501_60	4
1160	1	104	0	6	10400	10000_1001_960,30000_20101_100,30000_7182_500,30000_7209_40	5
1161	1	104	0	6	20000	10000_1001_1500,30000_20101_300,30000_7182_800,30000_7209_50	6
1162	1	104	0	6	32000	10000_1001_2800,30000_20101_700,30000_7182_1200,30000_7209_60	7
1163	1	104	0	6	52800	10000_1001_4000,30000_7013_1,30000_6004_40,30000_7209_80	8
2001	2	10	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2002	2	10	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2003	2	11	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2004	2	11	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2005	2	12	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2006	2	12	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2007	2	13	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2008	2	13	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2009	2	14	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2010	2	14	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2011	2	15	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2012	2	15	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2013	2	16	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2014	2	16	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2015	2	17	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2016	2	17	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2017	2	18	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2018	2	18	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2019	2	19	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2020	2	19	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2021	2	20	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2022	2	20	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2023	2	21	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2024	2	21	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2025	2	22	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2026	2	22	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2027	2	23	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2028	2	23	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2029	2	24	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2030	2	24	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2031	2	25	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2032	2	25	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2033	2	26	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2034	2	26	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2035	2	27	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2036	2	27	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2037	2	28	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2038	2	28	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2039	2	29	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2040	2	29	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2041	2	30	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2042	2	30	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2043	2	31	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2044	2	31	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2045	2	32	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2046	2	32	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2047	2	33	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2048	2	33	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2049	2	34	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2050	2	34	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2051	2	35	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2052	2	35	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2053	2	36	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2054	2	36	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2055	2	37	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2056	2	37	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2057	2	38	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2058	2	38	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2059	2	39	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2060	2	39	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2061	2	40	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2062	2	40	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2063	2	41	1	9	10	10000_1001_300,30000_7209_4,30000_6004_2	1
2064	2	41	1	9	26	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
2065	3	201	0	9	500	30000_6004_2	1
2066	3	201	0	9	1000	30000_6004_5,30000_3001_4	2
2067	3	201	0	9	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
2068	3	201	0	9	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
2069	3	201	0	9	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
2070	3	201	0	9	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
2071	3	201	0	9	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
2072	3	201	0	9	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
2073	3	202	0	9	500	30000_6004_2	1
2074	3	202	0	9	1000	30000_6004_5,30000_3001_4	2
2075	3	202	0	9	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
2076	3	202	0	9	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
2077	3	202	0	9	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
2078	3	202	0	9	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
2079	3	202	0	9	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
2080	3	202	0	9	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
2081	3	203	0	9	500	30000_6004_2	1
2082	3	203	0	9	1000	30000_6004_5,30000_3001_4	2
2083	3	203	0	9	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
2084	3	203	0	9	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
2085	3	203	0	9	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
2086	3	203	0	9	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
2087	3	203	0	9	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
2088	3	203	0	9	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
2089	3	204	0	9	500	30000_6004_2	1
2090	3	204	0	9	1000	30000_6004_5,30000_3001_4	2
2091	3	204	0	9	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
2092	3	204	0	9	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
2093	3	204	0	9	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
2094	3	204	0	9	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
2095	3	204	0	9	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
2096	3	204	0	9	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
2097	3	205	0	9	500	30000_6004_2	1
2098	3	205	0	9	1000	30000_6004_5,30000_3001_4	2
2099	3	205	0	9	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
2100	3	205	0	9	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
2101	3	205	0	9	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
2102	3	205	0	9	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
2103	3	205	0	9	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
2104	3	205	0	9	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
2105	3	206	0	9	500	30000_6004_2	1
2106	3	206	0	9	1000	30000_6004_5,30000_3001_4	2
2107	3	206	0	9	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
2108	3	206	0	9	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
2109	3	206	0	9	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
2110	3	206	0	9	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
2111	3	206	0	9	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
2112	3	206	0	9	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
2113	3	207	0	9	500	30000_6004_2	1
2114	3	207	0	9	1000	30000_6004_5,30000_3001_4	2
2115	3	207	0	9	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
2116	3	207	0	9	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
2117	3	207	0	9	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
2118	3	207	0	9	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
2119	3	207	0	9	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
2120	3	207	0	9	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
2121	3	208	0	9	500	30000_6004_2	1
2122	3	208	0	9	1000	30000_6004_5,30000_3001_4	2
2123	3	208	0	9	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
2124	3	208	0	9	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
2125	3	208	0	9	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
2126	3	208	0	9	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
2127	3	208	0	9	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
2128	3	208	0	9	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
2129	1	101	0	9	8	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_500	1
2130	1	101	0	9	16	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_1200	2
2131	1	101	0	9	50	10000_1001_960,30000_7224_2,30000_6004_10,30000_7603_8	3
2132	1	101	0	9	100	10000_1001_960,30000_7224_2,30000_6004_20,30000_7603_14	4
2133	1	101	0	9	130	10000_1001_960,30000_7224_3,30000_6004_20,30000_7209_40	5
2134	1	101	0	9	250	10000_1001_1500,30000_7224_4,30000_6004_30,30000_7209_50	6
2135	1	101	0	9	400	10000_1001_2800,30000_7224_5,30000_6004_30,30000_7209_60	7
2136	1	101	0	9	660	10000_1001_4000,30000_7224_5,30000_6004_40,30000_7209_80	8
2137	1	101	0	9	999	10000_1001_6500,30000_7224_5,30000_6004_50,30000_7209_120	9
2138	1	102	0	9	8	10000_1001_480,30000_3001_12,30000_3501_12,30000_3801_12	1
2139	1	102	0	9	16	10000_1001_480,30000_7006_2,30000_3001_26,30000_3501_26	2
2140	1	102	0	9	50	10000_1001_960,30000_7006_3,30000_3001_40,30000_3501_40	3
2141	1	102	0	9	100	10000_1001_960,30000_7006_5,30000_3001_60,30000_3501_60	4
2142	1	102	0	9	130	10000_1001_960,30000_7006_8,30000_6004_20,30000_7209_40	5
2143	1	102	0	9	250	10000_1001_1500,40000_1013_1,30000_6004_30,30000_7209_50	6
2144	1	102	0	9	400	10000_1001_2800,40000_2013_1,30000_6004_30,30000_7209_60	7
2145	1	102	0	9	660	10000_1001_4000,40000_4013_1,30000_6004_40,30000_7209_80	8
2146	1	102	0	9	999	10000_1001_6500,40000_3013_1,30000_6004_50,30000_7209_120	9
2147	1	103	0	9	8	10000_1001_480,30000_6004_5,30000_7197_10,30000_7501_50	1
2148	1	103	0	9	16	10000_1001_480,30000_6004_5,30000_7197_20,30000_7501_50	2
2149	1	103	0	9	50	10000_1001_960,30000_6004_10,30000_7198_20,30000_7501_100	3
2150	1	103	0	9	100	10000_1001_960,30000_6004_20,30000_7198_20,30000_7501_200	4
2151	1	103	0	9	130	10000_1001_960,30000_6004_20,30000_7199_30,30000_7501_300	5
2152	1	103	0	9	250	10000_1001_1500,30000_6004_30,30000_7199_30,30000_7501_500	6
2153	1	103	0	9	400	10000_1001_2800,30000_6004_30,30000_7220_4,30000_7501_1000	7
2156	1	104	0	9	8	10000_1001_480,70000_1_100,30000_3501_12,30000_3801_12	1
2157	1	104	0	9	16	10000_1001_480,70000_1_100,30000_3001_26,30000_3501_26	2
2158	1	104	0	9	50	10000_1001_960,70000_1_200,30000_3001_40,30000_3501_40	3
2159	1	104	0	9	100	10000_1001_960,70000_1_300,30000_3001_60,30000_3501_60	4
2160	1	104	0	9	130	10000_1001_960,30000_20101_100,30000_7182_500,30000_7209_40	5
2161	1	104	0	9	250	10000_1001_1500,30000_20101_300,30000_7182_800,30000_7209_50	6
2162	1	104	0	9	400	10000_1001_2800,30000_20101_700,30000_7182_1200,30000_7209_60	7
2163	1	104	0	9	660	10000_1001_4000,30000_7013_1,30000_6004_40,30000_7209_80	8
3001	2	10	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3002	2	10	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3003	2	11	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3004	2	11	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3005	2	12	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3006	2	12	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3007	2	13	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3008	2	13	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3009	2	14	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3010	2	14	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3011	2	15	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3012	2	15	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3013	2	16	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3014	2	16	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3015	2	17	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3016	2	17	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3017	2	18	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3018	2	18	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3019	2	19	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3020	2	19	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3021	2	20	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3022	2	20	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3023	2	21	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3024	2	21	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3025	2	22	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3026	2	22	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3027	2	23	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3028	2	23	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3029	2	24	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3030	2	24	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3031	2	25	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3032	2	25	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3033	2	26	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3034	2	26	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3035	2	27	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3036	2	27	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3037	2	28	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3038	2	28	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3039	2	29	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3040	2	29	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3041	2	30	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3042	2	30	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3043	2	31	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3044	2	31	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3045	2	32	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3046	2	32	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3047	2	33	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3048	2	33	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3049	2	34	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3050	2	34	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3051	2	35	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3052	2	35	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3053	2	36	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3054	2	36	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3055	2	37	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
