流水號	id	type	等級限制	需求人數	nextstage	monsterid	reward	stagebg	spine	scale	關卡地圖背景	關卡名稱
165	15	3	400	2	16	0,64_1_20005,64_1_20006,64_1_20012,64_1_20011,64_1_20017	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName015
166	16	3	400	2	17	0,65_1_20007,65_1_20014,65_1_20011,65_1_20012,65_1_20022	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName016
167	17	3	400	2	18	0,66_1_20018,66_1_20011,66_1_20001,66_1_20017,66_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName017
168	18	3	400	2	19	0,67_1_20019,67_1_20018,67_1_20019,67_1_20021,67_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName018
169	19	3	400	2	20	0,68_1_20004,68_1_20002,68_1_20001,68_1_20002,68_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName019
170	20	3	400	2	21	0,69_1_20010,69_1_20002,69_1_20016,69_1_20006,69_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName020
171	21	3	400	2	22	0,70_1_20016,70_1_20019,70_1_20012,70_1_20008,70_1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName021
172	22	3	400	2	23	0,71_1_20020,71_1_20012,71_1_20008,71_1_20013,71_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName022
173	23	3	400	2	24	0,72_1_20022,72_1_20011,72_1_20019,72_1_20015,72_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName023
174	24	3	400	2	25	0,73_1_20023,73_1_20001,73_1_20005,73_1_20008,73_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName024
175	25	3	400	2	26	0,74_1_20005,74_1_20019,74_1_20008,74_1_20009,74_1_20008	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName025
176	26	3	400	2	27	0,75_1_20007,75_1_20001,75_1_20008,75_1_20010,75_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_10000	1	battle_bg_022	@TowerName026
177	27	3	400	2	28	0,76_1_20018,76_1_20016,76_1_20017,76_1_20012,76_1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName027
178	28	3	400	2	29	0,77_1_20019,77_1_20012,77_1_20008,77_1_20003,77_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName028
179	29	3	400	2	30	0,78_1_20004,78_1_20008,78_1_20005,78_1_20009,78_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName029
180	30	3	400	2	31	0,79_1_20010,79_1_20019,79_1_20018,79_1_20011,79_1_20018	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName030
181	31	3	400	2	32	0,80_1_20016,80_1_20005,80_1_20006,80_1_20012,80_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName031
182	32	3	400	2	33	0,81_1.1_20020,81_1.1_20019,81_1.1_20014,81_1.1_20017,81_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName032
183	33	3	400	2	34	0,82_1.1_20022,82_1.1_20001,82_1.1_20001,82_1.1_20021,82_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName033
184	34	3	400	2	35	0,83_1.1_20023,83_1.1_20016,83_1.1_20019,83_1.1_20002,83_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName034
185	35	3	400	2	36	0,84_1.1_20005,84_1.1_20012,84_1.1_20001,84_1.1_20006,84_1.1_20001	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName035
186	36	3	400	2	37	0,85_1.1_20007,85_1.1_20008,85_1.1_20016,85_1.1_20008,85_1.1_20016	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName036
187	37	3	400	2	38	0,86_1.1_20018,86_1.1_20019,86_1.1_20012,86_1.1_20013,86_1.1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName037
188	38	3	400	2	39	0,87_1.1_20019,87_1.1_20005,87_1.1_20008,87_1.1_20015,87_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName038
189	39	3	400	2	40	0,88_1.1_20004,88_1.1_20008,88_1.1_20019,88_1.1_20008,88_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName039
190	40	3	400	2	41	0,89_1.1_20010,89_1.1_20008,89_1.1_20005,89_1.1_20011,89_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName040
191	41	3	400	2	42	0,90_1.1_20016,90_1.1_20017,90_1.1_20008,90_1.1_20018,90_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_18000	1	battle_bg_022	@TowerName041
192	42	3	400	2	43	0,91_1.1_20020,91_1.1_20008,91_1.1_20008,91_1.1_20022,91_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_22000	1	battle_bg_022	@TowerName042
193	43	3	400	2	44	0,92_1.1_20022,92_1.1_20015,92_1.1_20017,92_1.1_20024,92_1.1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_24000	1	battle_bg_022	@TowerName043
194	44	3	400	2	45	0,93_1.1_20023,93_1.1_20008,93_1.1_20008,93_1.1_20017,93_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName044
195	45	3	400	2	46	0,94_1.1_20005,94_1.1_20011,94_1.1_20005,94_1.1_20018,94_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_18000	1	battle_bg_015	@TowerName045
196	46	3	400	2	47	0,95_1.1_20007,95_1.1_20018,95_1.1_20018,95_1.1_20001,95_1.1_20018	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_01000	1	battle_bg_022	@TowerName046
197	47	3	400	2	48	0,96_1.1_20018,96_1.1_20022,96_1.1_20006,96_1.1_20002,96_1.1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName047
198	48	3	400	2	49	0,97_1.1_20019,97_1.1_20024,97_1.1_20014,97_1.1_20004,97_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_04000	1	battle_bg_022	@TowerName048
199	49	3	400	2	50	0,98_1.1_20004,98_1.1_20017,98_1.1_20001,98_1.1_20003,98_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName049
200	50	3	400	2	0	0,99_1.1_20010,99_1.1_20018,99_1.1_20019,99_1.1_20009,99_1.1_20019	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName050
201	1	4	400	2	2	0,50_1_20005,50_1_20001,50_1_20002,50_1_20003,50_1_20004	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName001
202	2	4	400	2	3	0,51_1_20007,51_1_20019,51_1_20003,51_1_20009,51_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName002
203	3	4	400	2	4	0,52_1_20018,52_1_20001,52_1_20002,52_1_20011,52_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName003
204	4	4	400	2	5	0,53_1_20019,53_1_20016,53_1_20017,53_1_20012,53_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName004
205	5	4	400	2	6	0,54_1_20005,54_1_20012,54_1_20011,54_1_20017,54_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_17000	1	battle_bg_015	@TowerName005
206	6	4	400	2	7	0,55_1_20007,55_1_20008,55_1_20010,55_1_20011,55_1_20023	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName006
207	7	4	400	2	8	0,56_1_20018,56_1_20019,56_1_20001,56_1_20002,56_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName007
208	8	4	400	2	9	0,57_1_20019,57_1_20005,57_1_20001,57_1_20006,57_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName008
209	9	4	400	2	10	0,58_1_20004,58_1_20008,58_1_20001,58_1_20009,58_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName009
210	10	4	400	2	11	0,59_1_20010,59_1_20008,59_1_20011,59_1_20013,59_1_20012	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_13000	1	battle_bg_015	@TowerName010
211	11	4	400	2	12	0,60_1_20016,60_1_20017,60_1_20018,60_1_20015,60_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName011
212	12	4	400	2	13	0,61_1_20020,61_1_20008,61_1_20002,61_1_20008,61_1_20021	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName012
213	13	4	400	2	14	0,62_1_20022,62_1_20005,62_1_20002,62_1_20003,62_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName013
214	14	4	400	2	15	0,63_1_20023,63_1_20018,63_1_20019,63_1_20009,63_1_20003	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName014
215	15	4	400	2	16	0,64_1_20005,64_1_20006,64_1_20012,64_1_20011,64_1_20017	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName015
216	16	4	400	2	17	0,65_1_20007,65_1_20014,65_1_20011,65_1_20012,65_1_20022	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName016
217	17	4	400	2	18	0,66_1_20018,66_1_20011,66_1_20001,66_1_20017,66_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName017
218	18	4	400	2	19	0,67_1_20019,67_1_20018,67_1_20019,67_1_20021,67_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName018
219	19	4	400	2	20	0,68_1_20004,68_1_20002,68_1_20001,68_1_20002,68_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName019
220	20	4	400	2	21	0,69_1_20010,69_1_20002,69_1_20016,69_1_20006,69_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName020
221	21	4	400	2	22	0,70_1_20016,70_1_20019,70_1_20012,70_1_20008,70_1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName021
222	22	4	400	2	23	0,71_1_20020,71_1_20012,71_1_20008,71_1_20013,71_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName022
223	23	4	400	2	24	0,72_1_20022,72_1_20011,72_1_20019,72_1_20015,72_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName023
224	24	4	400	2	25	0,73_1_20023,73_1_20001,73_1_20005,73_1_20008,73_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName024
225	25	4	400	2	26	0,74_1_20005,74_1_20019,74_1_20008,74_1_20009,74_1_20008	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName025
226	26	4	400	2	27	0,75_1_20007,75_1_20001,75_1_20008,75_1_20010,75_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_10000	1	battle_bg_022	@TowerName026
227	27	4	400	2	28	0,76_1_20018,76_1_20016,76_1_20017,76_1_20012,76_1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName027
228	28	4	400	2	29	0,77_1_20019,77_1_20012,77_1_20008,77_1_20003,77_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName028
229	29	4	400	2	30	0,78_1_20004,78_1_20008,78_1_20005,78_1_20009,78_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName029
230	30	4	400	2	31	0,79_1_20010,79_1_20019,79_1_20018,79_1_20011,79_1_20018	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName030
231	31	4	400	2	32	0,80_1_20016,80_1_20005,80_1_20006,80_1_20012,80_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName031
232	32	4	400	2	33	0,81_1.1_20020,81_1.1_20019,81_1.1_20014,81_1.1_20017,81_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName032
233	33	4	400	2	34	0,82_1.1_20022,82_1.1_20001,82_1.1_20001,82_1.1_20021,82_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName033
234	34	4	400	2	35	0,83_1.1_20023,83_1.1_20016,83_1.1_20019,83_1.1_20002,83_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName034
235	35	4	400	2	36	0,84_1.1_20005,84_1.1_20012,84_1.1_20001,84_1.1_20006,84_1.1_20001	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName035
236	36	4	400	2	37	0,85_1.1_20007,85_1.1_20008,85_1.1_20016,85_1.1_20008,85_1.1_20016	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName036
237	37	4	400	2	38	0,86_1.1_20018,86_1.1_20019,86_1.1_20012,86_1.1_20013,86_1.1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName037
238	38	4	400	2	39	0,87_1.1_20019,87_1.1_20005,87_1.1_20008,87_1.1_20015,87_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName038
239	39	4	400	2	40	0,88_1.1_20004,88_1.1_20008,88_1.1_20019,88_1.1_20008,88_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName039
240	40	4	400	2	41	0,89_1.1_20010,89_1.1_20008,89_1.1_20005,89_1.1_20011,89_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName040
241	41	4	400	2	42	0,90_1.1_20016,90_1.1_20017,90_1.1_20008,90_1.1_20018,90_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_18000	1	battle_bg_022	@TowerName041
242	42	4	400	2	43	0,91_1.1_20020,91_1.1_20008,91_1.1_20008,91_1.1_20022,91_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_22000	1	battle_bg_022	@TowerName042
243	43	4	400	2	44	0,92_1.1_20022,92_1.1_20015,92_1.1_20017,92_1.1_20024,92_1.1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_24000	1	battle_bg_022	@TowerName043
244	44	4	400	2	45	0,93_1.1_20023,93_1.1_20008,93_1.1_20008,93_1.1_20017,93_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName044
245	45	4	400	2	46	0,94_1.1_20005,94_1.1_20011,94_1.1_20005,94_1.1_20018,94_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_18000	1	battle_bg_015	@TowerName045
246	46	4	400	2	47	0,95_1.1_20007,95_1.1_20018,95_1.1_20018,95_1.1_20001,95_1.1_20018	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_01000	1	battle_bg_022	@TowerName046
247	47	4	400	2	48	0,96_1.1_20018,96_1.1_20022,96_1.1_20006,96_1.1_20002,96_1.1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName047
248	48	4	400	2	49	0,97_1.1_20019,97_1.1_20024,97_1.1_20014,97_1.1_20004,97_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_04000	1	battle_bg_022	@TowerName048
249	49	4	400	2	50	0,98_1.1_20004,98_1.1_20017,98_1.1_20001,98_1.1_20003,98_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName049
250	50	4	400	2	0	0,99_1.1_20010,99_1.1_20018,99_1.1_20019,99_1.1_20009,99_1.1_20019	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName050
251	1	11	400	2	2	0,50_1_20005,50_1_20001,50_1_20002,50_1_20003,50_1_20004	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName001
252	2	11	400	2	3	0,51_1_20007,51_1_20019,51_1_20003,51_1_20009,51_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName002
253	3	11	400	2	4	0,52_1_20018,52_1_20001,52_1_20002,52_1_20011,52_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName003
254	4	11	400	2	5	0,53_1_20019,53_1_20016,53_1_20017,53_1_20012,53_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName004
255	5	11	400	2	6	0,54_1_20005,54_1_20012,54_1_20011,54_1_20017,54_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_17000	1	battle_bg_015	@TowerName005
256	6	11	400	2	7	0,55_1_20007,55_1_20008,55_1_20010,55_1_20011,55_1_20023	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName006
257	7	11	400	2	8	0,56_1_20018,56_1_20019,56_1_20001,56_1_20002,56_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName007
258	8	11	400	2	9	0,57_1_20019,57_1_20005,57_1_20001,57_1_20006,57_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName008
259	9	11	400	2	10	0,58_1_20004,58_1_20008,58_1_20001,58_1_20009,58_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName009
260	10	11	400	2	11	0,59_1_20010,59_1_20008,59_1_20011,59_1_20013,59_1_20012	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_13000	1	battle_bg_015	@TowerName010
261	11	11	400	2	12	0,60_1_20016,60_1_20017,60_1_20018,60_1_20015,60_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName011
262	12	11	400	2	13	0,61_1_20020,61_1_20008,61_1_20002,61_1_20008,61_1_20021	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName012
263	13	11	400	2	14	0,62_1_20022,62_1_20005,62_1_20002,62_1_20003,62_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName013
264	14	11	400	2	15	0,63_1_20023,63_1_20018,63_1_20019,63_1_20009,63_1_20003	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName014
265	15	11	400	2	16	0,64_1_20005,64_1_20006,64_1_20012,64_1_20011,64_1_20017	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName015
266	16	11	400	2	17	0,65_1_20007,65_1_20014,65_1_20011,65_1_20012,65_1_20022	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName016
267	17	11	400	2	18	0,66_1_20018,66_1_20011,66_1_20001,66_1_20017,66_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName017
268	18	11	400	2	19	0,67_1_20019,67_1_20018,67_1_20019,67_1_20021,67_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName018
269	19	11	400	2	20	0,68_1_20004,68_1_20002,68_1_20001,68_1_20002,68_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName019
270	20	11	400	2	21	0,69_1_20010,69_1_20002,69_1_20016,69_1_20006,69_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName020
271	21	11	400	2	22	0,70_1_20016,70_1_20019,70_1_20012,70_1_20008,70_1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName021
272	22	11	400	2	23	0,71_1_20020,71_1_20012,71_1_20008,71_1_20013,71_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName022
273	23	11	400	2	24	0,72_1_20022,72_1_20011,72_1_20019,72_1_20015,72_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName023
274	24	11	400	2	25	0,73_1_20023,73_1_20001,73_1_20005,73_1_20008,73_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName024
275	25	11	400	2	26	0,74_1_20005,74_1_20019,74_1_20008,74_1_20009,74_1_20008	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName025
276	26	11	400	2	27	0,75_1_20007,75_1_20001,75_1_20008,75_1_20010,75_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_10000	1	battle_bg_022	@TowerName026
277	27	11	400	2	28	0,76_1_20018,76_1_20016,76_1_20017,76_1_20012,76_1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName027
278	28	11	400	2	29	0,77_1_20019,77_1_20012,77_1_20008,77_1_20003,77_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName028
279	29	11	400	2	30	0,78_1_20004,78_1_20008,78_1_20005,78_1_20009,78_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName029
280	30	11	400	2	31	0,79_1_20010,79_1_20019,79_1_20018,79_1_20011,79_1_20018	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName030
281	31	11	400	2	32	0,80_1_20016,80_1_20005,80_1_20006,80_1_20012,80_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName031
282	32	11	400	2	33	0,81_1.1_20020,81_1.1_20019,81_1.1_20014,81_1.1_20017,81_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName032
283	33	11	400	2	34	0,82_1.1_20022,82_1.1_20001,82_1.1_20001,82_1.1_20021,82_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName033
284	34	11	400	2	35	0,83_1.1_20023,83_1.1_20016,83_1.1_20019,83_1.1_20002,83_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName034
285	35	11	400	2	36	0,84_1.1_20005,84_1.1_20012,84_1.1_20001,84_1.1_20006,84_1.1_20001	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName035
286	36	11	400	2	37	0,85_1.1_20007,85_1.1_20008,85_1.1_20016,85_1.1_20008,85_1.1_20016	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName036
287	37	11	400	2	38	0,86_1.1_20018,86_1.1_20019,86_1.1_20012,86_1.1_20013,86_1.1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName037
288	38	11	400	2	39	0,87_1.1_20019,87_1.1_20005,87_1.1_20008,87_1.1_20015,87_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName038
289	39	11	400	2	40	0,88_1.1_20004,88_1.1_20008,88_1.1_20019,88_1.1_20008,88_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName039
