id	values	Buff	level	cost	times	cd	FirstCD	Spine_EFF	SpineAnimation	ActionType	Hurt_EFF_Type	Skill_Type	Script	Skill_Show
30072	0	0	1	0	-1	0	0			3	0	11	3007	0
30073	0	0	1	0	-1	0	0			3	0	11	3007	0
30074	0	0	1	0	-1	0	0			3	0	11	3007	0
30075	0	0	1	0	-1	0	0			3	0	11	3007	0
30081	0	0	1	0	-1	0	0			3	0	11	3008	0
30082	0	0	1	0	-1	0	0			3	0	11	3008	0
30083	0	0	1	0	-1	0	0			3	0	11	3008	0
30084	0	0	1	0	-1	0	0			3	0	11	3008	0
30085	0	0	1	0	-1	0	0			3	0	11	3008	0
30091	0	0	1	0	-1	0	0			3	0	11	3009	0
30092	0	0	1	0	-1	0	0			3	0	11	3009	0
30093	0	0	1	0	-1	0	0			3	0	11	3009	0
30094	0	0	1	0	-1	0	0			3	0	11	3009	0
30095	0	0	1	0	-1	0	0			3	0	11	3009	0
30101	0	0	1	0	-1	0	0			3	0	11	3010	0
30102	0	0	1	0	-1	0	0			3	0	11	3010	0
30103	0	0	1	0	-1	0	0			3	0	11	3010	0
30104	0	0	1	0	-1	0	0			3	0	11	3010	0
30105	0	0	1	0	-1	0	0			3	0	11	3010	0
30111	0	0	1	0	-1	0	0			3	0	11	3011	0
30112	0	0	1	0	-1	0	0			3	0	11	3011	0
30113	0	0	1	0	-1	0	0			3	0	11	3011	0
30114	0	0	1	0	-1	0	0			3	0	11	3011	0
30115	0	0	1	0	-1	0	0			3	0	11	3011	0
30121	30121,15	0	1	0	-1	0	0			4	0	11	3012	0
30122	30121,25	0	1	0	-1	0	0			4	0	11	3012	0
30123	30121,35	0	1	0	-1	0	0			4	0	11	3012	0
30124	30121,45	0	1	0	-1	0	0			4	0	11	3012	0
30125	30121,60	0	1	0	-1	0	0			4	0	11	3012	0
30131	0	0	1	0	-1	0	0			3	0	11	3013	0
30132	0	0	1	0	-1	0	0			3	0	11	3013	0
30133	0	0	1	0	-1	0	0			3	0	11	3013	0
30134	0	0	1	0	-1	0	0			3	0	11	3013	0
30135	0	0	1	0	-1	0	0			3	0	11	3013	0
30141	30141,30	0	1	0	-1	0	0			4	0	11	3014	0
30142	30141,40	0	1	0	-1	0	0			4	0	11	3014	0
30143	30141,50	0	1	0	-1	0	0			4	0	11	3014	0
30144	30141,65	0	1	0	-1	0	0			4	0	11	3014	0
30145	30141,80	0	1	0	-1	0	0			4	0	11	3014	0
30151	30151,30	0	1	0	-1	0	0			4	0	11	3015	0
30152	30151,40	0	1	0	-1	0	0			4	0	11	3015	0
30153	30151,50	0	1	0	-1	0	0			4	0	11	3015	0
30154	30151,65	0	1	0	-1	0	0			4	0	11	3015	0
30155	30151,80	0	1	0	-1	0	0			4	0	11	3015	0
30161	30161,30	0	1	0	-1	0	0			4	0	11	3016	0
30162	30161,40	0	1	0	-1	0	0			4	0	11	3016	0
30163	30161,50	0	1	0	-1	0	0			4	0	11	3016	0
30164	30161,65	0	1	0	-1	0	0			4	0	11	3016	0
30165	30161,80	0	1	0	-1	0	0			4	0	11	3016	0
30171	30171,30	0	1	0	-1	0	0			4	0	11	3017	0
30172	30171,40	0	1	0	-1	0	0			4	0	11	3017	0
30173	30171,50	0	1	0	-1	0	0			4	0	11	3017	0
30174	30171,65	0	1	0	-1	0	0			4	0	11	3017	0
30175	30171,80	0	1	0	-1	0	0			4	0	11	3017	0
30181	30181,30	0	1	0	-1	0	0			4	0	11	3018	0
30182	30181,40	0	1	0	-1	0	0			4	0	11	3018	0
30183	30181,50	0	1	0	-1	0	0			4	0	11	3018	0
30184	30181,65	0	1	0	-1	0	0			4	0	11	3018	0
30185	30181,80	0	1	0	-1	0	0			4	0	11	3018	0
30191	30191,20	0	1	0	-1	0	0			4	0	11	3019	0
30192	30191,30	0	1	0	-1	0	0			4	0	11	3019	0
30193	30191,40	0	1	0	-1	0	0			4	0	11	3019	0
30194	30191,50	0	1	0	-1	0	0			4	0	11	3019	0
30195	30191,65	0	1	0	-1	0	0			4	0	11	3019	0
30201	30201,20	0	1	0	-1	0	0			4	0	11	3020	0
30202	30201,30	0	1	0	-1	0	0			4	0	11	3020	0
30203	30201,40	0	1	0	-1	0	0			4	0	11	3020	0
30204	30201,50	0	1	0	-1	0	0			4	0	11	3020	0
30205	30201,65	0	1	0	-1	0	0			4	0	11	3020	0
30211	30211,20	0	1	0	-1	0	0			4	0	11	3021	0
30212	30211,30	0	1	0	-1	0	0			4	0	11	3021	0
30213	30211,40	0	1	0	-1	0	0			4	0	11	3021	0
30214	30211,50	0	1	0	-1	0	0			4	0	11	3021	0
30215	30211,65	0	1	0	-1	0	0			4	0	11	3021	0
30221	30221,20	0	1	0	-1	0	0			4	0	11	3022	0
30222	30221,30	0	1	0	-1	0	0			4	0	11	3022	0
30223	30221,40	0	1	0	-1	0	0			4	0	11	3022	0
30224	30221,50	0	1	0	-1	0	0			4	0	11	3022	0
30225	30221,65	0	1	0	-1	0	0			4	0	11	3022	0
30231	30231,20	0	1	0	-1	0	0			4	0	11	3023	0
30232	30231,40	0	1	0	-1	0	0			4	0	11	3023	0
30233	30231,60	0	1	0	-1	0	0			4	0	11	3023	0
30234	30231,80	0	1	0	-1	0	0			4	0	11	3023	0
30235	30231,100	0	1	0	-1	0	0			4	0	11	3023	0
30241	30241,20	0	1	0	-1	0	0			4	0	11	3024	0
30242	30241,40	0	1	0	-1	0	0			4	0	11	3024	0
30243	30241,60	0	1	0	-1	0	0			4	0	11	3024	0
30244	30241,80	0	1	0	-1	0	0			4	0	11	3024	0
30245	30241,100	0	1	0	-1	0	0			4	0	11	3024	0
30251	30251,20	0	1	0	-1	0	0			4	0	11	3025	0
30252	30251,40	0	1	0	-1	0	0			4	0	11	3025	0
30253	30251,60	0	1	0	-1	0	0			4	0	11	3025	0
30254	30251,80	0	1	0	-1	0	0			4	0	11	3025	0
30255	30251,100	0	1	0	-1	0	0			4	0	11	3025	0
30261	30261,20	0	1	0	-1	0	0			4	0	11	3026	0
30262	30261,40	0	1	0	-1	0	0			4	0	11	3026	0
30263	30261,60	0	1	0	-1	0	0			4	0	11	3026	0
30264	30261,80	0	1	0	-1	0	0			4	0	11	3026	0
30265	30261,100	0	1	0	-1	0	0			4	0	11	3026	0
30271	30271,20	0	1	0	-1	0	0			4	0	11	3027	0
30272	30271,40	0	1	0	-1	0	0			4	0	11	3027	0
30273	30271,60	0	1	0	-1	0	0			4	0	11	3027	0
30274	30271,80	0	1	0	-1	0	0			4	0	11	3027	0
30275	30271,100	0	1	0	-1	0	0			4	0	11	3027	0
30281	30281,10	0	1	0	-1	0	0			4	0	11	3028	0
30282	30281,20	0	1	0	-1	0	0			4	0	11	3028	0
30283	30281,30	0	1	0	-1	0	0			4	0	11	3028	0
30284	30281,40	0	1	0	-1	0	0			4	0	11	3028	0
30285	30281,50	0	1	0	-1	0	0			4	0	11	3028	0
30291	30291,10	0	1	0	-1	0	0			4	0	11	3029	0
30292	30291,20	0	1	0	-1	0	0			4	0	11	3029	0
30293	30291,30	0	1	0	-1	0	0			4	0	11	3029	0
30294	30291,40	0	1	0	-1	0	0			4	0	11	3029	0
30295	30291,50	0	1	0	-1	0	0			4	0	11	3029	0
30301	30301,10	0	1	0	-1	0	0			4	0	11	3030	0
30302	30301,20	0	1	0	-1	0	0			4	0	11	3030	0
30303	30301,30	0	1	0	-1	0	0			4	0	11	3030	0
30304	30301,40	0	1	0	-1	0	0			4	0	11	3030	0
30305	30301,50	0	1	0	-1	0	0			4	0	11	3030	0
30311	30311,10	0	1	0	-1	0	0			4	0	11	3031	0
30312	30311,20	0	1	0	-1	0	0			4	0	11	3031	0
30313	30311,30	0	1	0	-1	0	0			4	0	11	3031	0
30314	30311,40	0	1	0	-1	0	0			4	0	11	3031	0
30315	30311,50	0	1	0	-1	0	0			4	0	11	3031	0
30321	30321,12	0	1	0	-1	0	0			4	0	11	3032	0
30322	30321,14	0	1	0	-1	0	0			4	0	11	3032	0
30323	30321,18	0	1	0	-1	0	0			4	0	11	3032	0
30324	30321,22	0	1	0	-1	0	0			4	0	11	3032	0
30325	30321,30	0	1	0	-1	0	0			4	0	11	3032	0
30331	30331,12	0	1	0	-1	0	0			4	0	11	3033	0
30332	30331,14	0	1	0	-1	0	0			4	0	11	3033	0
30333	30331,18	0	1	0	-1	0	0			4	0	11	3033	0
30334	30331,22	0	1	0	-1	0	0			4	0	11	3033	0
30335	30331,30	0	1	0	-1	0	0			4	0	11	3033	0
30341	0	0	1	0	-1	0	0			3	0	11	3034	0
30342	0	0	1	0	-1	0	0			3	0	11	3034	0
30343	0	0	1	0	-1	0	0			3	0	11	3034	0
30344	0	0	1	0	-1	0	0			3	0	11	3034	0
30345	0	0	1	0	-1	0	0			3	0	11	3034	0
40011	205503,5	0	1	0	-1	8000	5000			4	0	1	4001	1
40021	211803,5	0	1	0	-1	8000	5000			4	0	1	4001	1
40031	205203,5	0	1	0	-1	8000	5000			4	0	1	4001	1
40041	209703,5	0	1	0	-1	8000	5000			4	0	1	4001	1
40051	210003,4	0	1	0	-1	8000	5000			4	0	1	4001	1
40061	1.2,100103,12	0	1	100	-1	0	0	hit0301	skill_0	1	0	1	4006	1
40071	1.2,209203,8	0	1	100	-1	0	0	hit0301	skill_0	1	0	1	4007	1
40081	1.2	0	1	100	-1	0	0	heal01_FX1	skill_0	1	0	1	4008	1
40091	3	0	1	100	-1	0	0	heal01_FX1	skill_0	1	0	1	4009	1
40101	2,4	0	1	100	-1	0	0	hit0301	skill_0	1	0	1	4010	1
50101	206201,3,103101,5	206201,103101	1	0	-1	0	0	hit0203	skill_0	1	0	5	5010	1
50102	206202,3,103101,5	206201,103101	1	0	-1	0	0	hit0203	skill_0	1	0	1	5010	1
50103	206203,3,103102,5	206201,103102	1	0	-1	0	0	hit0203	skill_0	1	0	1	5010	1
50104	206204,3,103102,5	206201,103102	1	0	-1	0	0	hit0203	skill_0	1	0	1	5010	1
50105	206205,3,103102,5	206201,103102	1	0	-1	0	0	hit0203	skill_0	1	0	1	5010	1
50201	2.5,205701,2,0.5,101501,5	205701,101501	1	0	-1	0	0	hit0302	skill_0	1	0	1	5020	1
50202	2.75,205701,2,0.75,101501,5	205701,101501	1	0	-1	0	0	hit0302	skill_0	1	0	1	5020	1
50203	3,205701,2,1,101502,5	205701,101502	1	0	-1	0	0	hit0302	skill_0	1	0	1	5020	1
50204	3.25,205701,2,1.25,101502,5	205701,101502	1	0	-1	0	0	hit0302	skill_0	1	0	1	5020	1
50205	3.5,205701,4,1.5,101502,5	205701,101502	1	0	-1	0	0	hit0302	skill_0	1	0	1	5020	1
50301	4,103401,5	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1	5030	1
50302	4.6,103401,5	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1	5030	1
50303	5.2,103401,7	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1	5030	1
50304	5.8,103401,7	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1	5030	1
50305	6.4,103401,7	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1	5030	1
50401	3.6,204401,6,102101,5	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1	5040	1
50402	4,204401,6,102101,5	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1	5040	1
50403	4.4,204401,10,102101,5	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1	5040	1
50404	4.8,204401,10,102101,5	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1	5040	1
50405	5.2,204401,10,102101,7	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1	5040	1
50501	2.4,0.3,204601,5	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15	5050	1
50502	2.64,0.3,204601,5	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15	5050	1
50503	2.88,0.3,204601,5	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15	5050	1
50504	3.12,0.3,204601,5	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15	5050	1
50505	3.36,0.3,204601,7	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15	5050	1
50601	2.4,0.3,205401,3	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6	5060	1
50602	2.76,0.3,205401,3	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6	5060	1
50603	3.12,0.3,205401,3	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6	5060	1
50604	3.48,0.3,205401,3	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6	5060	1
50605	3.84,0.3,205401,5	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6	5060	1
50701	2.75,0.3,205501,5	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5070	1
50702	3.08,0.3,205501,5	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5070	1
50703	3.41,0.3,205501,5	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5070	1
50704	3.74,0.3,205501,5	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5070	1
50705	4.07,0.3,205501,7	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5070	1
50801	2.7,0.3,204701,2	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10	5080	1
50802	3,0.3,204701,2	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10	5080	1
50803	3.3,0.3,204701,2	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10	5080	1
50804	3.6,0.3,204701,2	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10	5080	1
50805	3.9,0.3,204701,4	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10	5080	1
50901	1.7,0.1,205201,5	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6	5090	1
50902	2,0.1,205201,5	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6	5090	1
50903	2.3,0.1,205201,5	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6	5090	1
50904	2.6,0.1,205201,5	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6	5090	1
50905	2.9,0.1,205201,7	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6	5090	1
51001	1.8,0.1,205801,6	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12	5100	1
51002	2.07,0.1,205801,6	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12	5100	1
51003	2.34,0.1,205801,6	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12	5100	1
51004	2.61,0.1,205801,6	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12	5100	1
51005	2.88,0.1,205801,10	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12	5100	1
51101	8,0.1,204501,5	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5110	1
51102	9.2,0.1,204501,5	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5110	1
51103	10.4,0.1,204501,5	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5110	1
51104	11.6,0.1,204501,5	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5110	1
51105	12.8,0.1,204501,7	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6	5110	1
51201	1.5,0.1,205001,3	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10	5120	1
51202	1.8,0.1,205001,3	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10	5120	1
51203	2.1,0.1,205001,3	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10	5120	1
51204	2.4,0.1,205001,3	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10	5120	1
51205	2.7,0.1,205001,5	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10	5120	1
55051	2.4,204601,10	204601	1	100	-1	0	0	Boss_505_skill_hit	skill_0	1	0	1	5505	1
55061	3.6,205701,0.5	205701	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1	5506	1
55071	4.4,205501,10	205501	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	5507	1
55081	3.6,205301,999	205301	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1	5508	1
55091	1.5,204501,5	204501	1	100	-1	0	0	Boss_509_skill_hit	skill_0	1	0	1	5509	1
55101	1.35,204401,10	204401	1	100	-1	0	0	Boss_510_skill_hit	skill_0	1	0	1	5510	1
55111	4,0.1,205401,10	205401	1	100	-1	0	0	Boss_511_atk_skill_hit	skill_0	1	0	1	5511	1
55121	3,205202,5	205202	1	100	-1	0	0	Boss_512_atk_skill_hit	skill_0	1	0	1	5512	1
59901		0	1	0	-1	0	0	hit0302	skill_0	1	0	1	5990	1
500011	1,209801,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1	50001	1
500012	1.2,209801,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1	50001	1
500013	1.4,209801,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1	50001	1
500014	1.6,209802,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1	50001	1
500015	1.8,209802,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1	50001	1
500016	2,209802,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1	50001	1
500017	2.2,209803,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1	50001	1
500021	205201,8,111501,8	0	1	0	-1	20000	20000			4	0	1	50002	1
500022	205201,8,111501,8	0	1	0	-1	18000	18000			4	0	1	50002	1
500023	205201,8,111501,8	0	1	0	-1	16000	16000			4	0	1	50002	1
500024	205202,8,111502,12	0	1	0	-1	14000	14000			4	0	1	50002	1
500025	205202,8,111502,12	0	1	0	-1	12000	12000			4	0	1	50002	1
500026	205202,8,111502,12	0	1	0	-1	10000	10000			4	0	1	50002	1
500027	205203,8,111503,16	0	1	0	-1	8000	8000			4	0	1	50002	1
500031	30,30,2,0.5	0	1	0	-1	0	0			4	0	1	50003	1
500041	104101,1,207901,2	0	1	0	-1	0	0			4	0	1	50004	1
500042	104101,1,207901,2	0	1	0	-1	0	0			4	0	1	50004	1
500043	104101,1,207901,2	0	1	0	-1	0	0			4	0	1	50004	1
500044	104102,1,207902,2	0	1	0	-1	0	0			4	0	1	50004	1
500045	104102,1,207902,2	0	1	0	-1	0	0			4	0	1	50004	1
500046	104102,1,207902,2	0	1	0	-1	0	0			4	0	1	50004	1
500047	104103,1,207903,2	0	1	0	-1	0	0			4	0	1	50004	1
500111	1.4,205401,4,209201,4	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1	50011	1
500112	1.6,205401,4,209201,4	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1	50011	1
500113	1.8,205401,4,209202,4	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1	50011	1
500114	2,205401,4,209202,4	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1	50011	1
500115	2.2,205401,4,209202,4	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1	50011	1
500116	2.3,205401,4,209203,4	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1	50011	1
500117	2.5,205401,4,209203,4	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1	50011	1
500121	2,1,100302,8	0	1	0	-1	16000	16000			4	0	1	50012	1
500122	2,1,100302,8	0	1	0	-1	16000	16000			4	0	1	50012	1
500123	2,2,100302,8	0	1	0	-1	14000	14000			4	0	1	50012	1
500124	2,2,100302,8	0	1	0	-1	14000	14000			4	0	1	50012	1
500125	3,2,100302,8	0	1	0	-1	12000	12000			4	0	1	50012	1
500126	3,2,100302,8	0	1	0	-1	12000	12000			4	0	1	50012	1
500127	5,2,100302,8	0	1	0	-1	10000	10000			4	0	1	50012	1
500131	4	0	1	0	-1	0	0			4	0	1	50013	0
500141	-0.2,0.2	0	1	0	-1	0	0			4	0	1	50014	1
500142	-0.3,0.25	0	1	0	-1	0	0			4	0	1	50014	1
500143	-0.4,0.3	0	1	0	-1	0	0			4	0	1	50014	1
500144	-0.5,0.35	0	1	0	-1	0	0			4	0	1	50014	1
500145	-0.6,0.4	0	1	0	-1	0	0			4	0	1	50014	1
500146	-0.7,0.5	0	1	0	-1	0	0			4	0	1	50014	1
500147	-0.8,0.6	0	1	0	-1	0	0			4	0	1	50014	1
500151	208901,2,4	0	1	0	-1	0	0			4	0	1	50015	1
500161	1.4,89,205701,2	0	1	100	-1	0	0	hit0301	skill_0	1	0	1	50016	1
500211	NG_507,101501,4,2	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50021	1
500212	NG_507,101501,4,2.2	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50021	1
500213	NG_507,101502,4,2.4	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50021	1
500214	NG_507,101502,4,2.8	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50021	1
500215	NG_507,101502,4,3.2	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50021	1
500216	NG_507,101503,4,3.6	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50021	1
500217	NG_507,101503,4,4	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50021	1
500221	NG_507,1,2	0	1	0	-1	16000	16000			4	0	1	50022	1
500222	NG_507,1,2	0	1	0	-1	16000	16000			4	0	1	50022	1
500223	NG_507,1.2,2.4	0	1	0	-1	14000	14000			4	0	1	50022	1
500224	NG_507,1.2,2.4	0	1	0	-1	14000	14000			4	0	1	50022	1
500225	NG_507,1.4,2.8	0	1	0	-1	12000	12000			4	0	1	50022	1
500226	NG_507,1.4,2.8	0	1	0	-1	12000	12000			4	0	1	50022	1
500227	NG_507,1.6,3.2	0	1	0	-1	10000	10000			4	0	1	50022	1
500231	NG_507,Boss_507,114201,114301,30	0	1	0	-1	0	0			4	0	1	50023	0
500241	102,0.3	0	1	0	-1	0	0			4	0	1	50024	1
500242	102,0.35	0	1	0	-1	0	0			4	0	1	50024	1
500243	102,0.4	0	1	0	-1	0	0			4	0	1	50024	1
500244	102,0.45	0	1	0	-1	0	0			4	0	1	50024	1
500245	102,0.5	0	1	0	-1	0	0			4	0	1	50024	1
500246	102,0.55	0	1	0	-1	0	0			4	0	1	50024	1
500247	102,0.6	0	1	0	-1	0	0			4	0	1	50024	1
500251	Boss_507,110201,8,1,208901,8,3	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50025	1
500252	Boss_507,110201,8,1.2,208901,8,3	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50025	1
500253	Boss_507,110201,8,1.4,208901,8,3	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50025	1
500254	Boss_507,110201,8,1.6,208901,8,3	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50025	1
500255	Boss_507,110201,8,1.8,208901,8,3	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50025	1
500256	Boss_507,110201,8,2,208901,8,3	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50025	1
500257	Boss_507,110201,8,2.2,208901,8,3	0	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1	50025	1
500261	Boss_507,209201,4	0	1	0	-1	12000	12000			4	0	1	50026	1
500262	Boss_507,209201,4	0	1	0	-1	12000	12000			4	0	1	50026	1
500263	Boss_507,209202,6	0	1	0	-1	12000	12000			4	0	1	50026	1
500264	Boss_507,209202,6	0	1	0	-1	12000	12000			4	0	1	50026	1
500265	Boss_507,209203,6	0	1	0	-1	12000	12000			4	0	1	50026	1
500266	Boss_507,209203,6	0	1	0	-1	12000	12000			4	0	1	50026	1
500267	Boss_507,209203,8	0	1	0	-1	10000	10000			4	0	1	50026	1
500311	2,1,111501,12	0	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1	50031	1
500312	2,1.2,111501,12	0	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1	50031	1
500313	2,1.4,111502,12	0	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1	50031	1
500314	2,1.6,111502,12	0	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1	50031	1
500315	3,1.8,111503,12	0	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1	50031	1
500316	3,2,111503,12	0	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1	50031	1
500317	3,2.2,111503,12	0	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1	50031	1
500321	1.2,205701,8	0	1	0	-1	16000	16000	Boss_508_skill_hit		4	0	1	50032	1
500322	1.4,205701,8	0	1	0	-1	15000	15000	Boss_508_skill_hit		4	0	1	50032	1
500323	1.8,205701,8	0	1	0	-1	14000	14000	Boss_508_skill_hit		4	0	1	50032	1
500324	2.2,205701,8	0	1	0	-1	13000	13000	Boss_508_skill_hit		4	0	1	50032	1
500325	2.6,205701,8	0	1	0	-1	12000	12000	Boss_508_skill_hit		4	0	1	50032	1
500326	3,205701,8	0	1	0	-1	11000	11000	Boss_508_skill_hit		4	0	1	50032	1
500327	3.4,205701,8	0	1	0	-1	10000	10000	Boss_508_skill_hit		4	0	1	50032	1
500331	240,150,0.5,0.15	0	1	0	-1	1000	1000	Boss_508_skill_hit		4	0	1	50033	0
500341	1	0	1	0	-1	14000	14000			4	0	1	50034	1
500342	1	0	1	0	-1	13000	13000			4	0	1	50034	1
500343	1	0	1	0	-1	12000	12000			4	0	1	50034	1
500344	1	0	1	0	-1	11000	11000			4	0	1	50034	1
500345	1	0	1	0	-1	10000	10000			4	0	1	50034	1
500346	1	0	1	0	-1	9000	9000			4	0	1	50034	1
500347	1	0	1	0	-1	8000	8000			4	0	1	50034	1
500101	2	0	1	0	-1	0	0	hit0301	skill_0	1	0	1	50010	1
600001	2,1,0.3,-0.4	0	1	0	-1	0	0			4	0	1	60000	1
600011	209801,98,1,3,3,58,98,99,100	0	1	0	-1	0	0			4	0	1	60001	1
600021	2,1,4,113901	0	1	0	-1	0	0			4	0	1	60002	1
600031	1,211803,2,101303,3,210103,4,110203	0	1	0	-1	0	0			4	0	1	60003	1
600041	104101,41	0	1	0	-1	0	0			4	0	1	60004	1
600051	2,0.5	0	1	0	-1	0	0			4	0	1	60005	1
600061	2,1,0.02	0	1	0	-1	0	0			4	0	1	60006	1
9999981	108801	0			1	999999	0			4	0	1	999998	1
9999991	47,50,51,53,54,57,87	0			1	999999	0			4	0	1	999999	1
