流水號	id	type	等級限制	需求人數	nextstage	monsterid	reward	stagebg	spine	scale	關卡地圖背景	關卡名稱
103	3	3	130	5	4	0,52_1_40009,52_1_40008,52_1_40007,52_1_40006,52_1_40006	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName003
104	4	3	130	5	5	0,53_1_40003,53_1_40004,53_1_40002,53_1_40003,53_1_40003	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName004
105	5	3	130	5	6	0,54_1_40019,54_1_40009,54_1_40027,54_1_40006,54_1_40025	10000_1001_50,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_17000	1	battle_bg_015	@TowerName005
106	6	3	130	5	7	0,55_1_40009,55_1_40027,55_1_40006,55_1_40025,55_1_40023	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName006
107	7	3	130	5	8	0,56_1_40004,56_1_40003,56_1_40021,56_1_40020,56_1_40009	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName007
108	8	3	130	5	9	0,57_1_40023,57_1_40004,57_1_40003,57_1_40021,57_1_40020	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName008
109	9	3	130	5	10	0,58_1_40008,58_1_40009,58_1_40020,58_1_40008,58_1_40007	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName009
110	10	3	130	5	11	0,59_1_40004,59_1_40003,59_1_40021,59_1_40020,59_1_40009	10000_1001_50,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_13000	1	battle_bg_015	@TowerName010
111	11	3	130	5	12	0,60_1_40004,60_1_40005,60_1_40006,60_1_40004,60_1_40005	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName011
112	12	3	130	5	13	0,61_1_40009,61_1_40006,61_1_40023,61_1_40006,61_1_40020	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName012
113	13	3	130	5	14	0,62_1_40003,62_1_40005,62_1_40007,62_1_40009,62_1_40021	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName013
114	14	3	130	5	15	0,63_1_40019,63_1_40027,63_1_40025,63_1_40004,63_1_40021	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName014
115	15	3	130	5	16	0,64_1_40008,64_1_40009,64_1_40020,64_1_40021,64_1_40003	10000_1001_50,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName015
116	16	3	130	5	17	0,65_1_40003,65_1_40005,65_1_40007,65_1_40009,65_1_40021	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName016
117	17	3	130	5	18	0,66_1_40009,66_1_40021,66_1_40004,66_1_40025,66_1_40027	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName017
118	18	3	130	5	19	0,67_1_40023,67_1_40021,67_1_40009,67_1_40003,67_1_40000	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName018
119	19	3	130	5	20	0,68_1_40004,68_1_40000,68_1_40002,68_1_40006,68_1_40008	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName019
120	20	3	130	5	21	0,69_1_40004,69_1_40023,69_1_40007,69_1_40009,69_1_40021	10000_1001_50,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName020
121	21	3	130	5	22	0,70_1_40004,70_1_40005,70_1_40004,70_1_40023,70_1_40009	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName021
122	22	3	130	5	23	0,71_1_40008,71_1_40005,71_1_40008,71_1_40003,71_1_40006	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName022
123	23	3	130	5	24	0,72_1_40009,72_1_40005,72_1_40009,72_1_40007,72_1_40023	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName023
124	24	3	130	5	25	0,73_1_40003,73_1_40006,73_1_40003,73_1_40008,73_1_40007	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName024
125	25	3	130	5	26	0,74_1_40019,74_1_40003,74_1_40019,74_1_40004,74_1_40025	10000_1001_100,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName025
126	26	3	130	5	27	0,75_1_40009,75_1_40025,75_1_40009,75_1_40009,75_1_40020	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_10000	1	battle_bg_022	@TowerName026
127	27	3	130	5	28	0,76_1_40004,76_1_40023,76_1_40004,76_1_40027,76_1_40007	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName027
128	28	3	130	5	29	0,77_1_40023,77_1_40009,77_1_40023,77_1_40003,77_1_40004	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName028
129	29	3	130	5	30	0,78_1_40008,78_1_40020,78_1_40008,78_1_40004,78_1_40009	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName029
130	30	3	130	5	31	0,79_1_40004,79_1_40007,79_1_40004,79_1_40009,79_1_40002	10000_1001_50,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName030
131	31	3	130	5	32	0,80_1_40004,80_1_40009,80_1_40004,80_1_40003,80_1_40007	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName031
132	32	3	130	5	33	0,81_1.1_40009,81_1.1_40005,81_1.1_40009,81_1.1_40005,81_1.1_40004	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName032
133	33	3	130	5	34	0,82_1.1_40003,82_1.1_40006,82_1.1_40003,82_1.1_40006,82_1.1_40005	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName033
134	34	3	130	5	35	0,83_1.1_40019,83_1.1_40023,83_1.1_40019,83_1.1_40005,83_1.1_40005	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName034
135	35	3	130	5	36	0,84_1.1_40008,84_1.1_40007,84_1.1_40008,84_1.1_40027,84_1.1_40006	10000_1001_50,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName035
136	36	3	130	5	37	0,85_1.1_40003,85_1.1_40025,85_1.1_40003,85_1.1_40009,85_1.1_40003	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName036
137	37	3	130	5	38	0,86_1.1_40009,86_1.1_40020,86_1.1_40009,86_1.1_40005,86_1.1_40025	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName037
138	38	3	130	5	39	0,87_1.1_40023,87_1.1_40007,87_1.1_40023,87_1.1_40021,87_1.1_40023	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName038
139	39	3	130	5	40	0,88_1.1_40004,88_1.1_40004,88_1.1_40004,88_1.1_40021,88_1.1_40009	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName039
140	40	3	130	5	41	0,89_1.1_40004,89_1.1_40009,89_1.1_40004,89_1.1_40000,89_1.1_40020	10000_1001_50,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName040
141	41	3	130	5	42	0,90_1.1_40004,90_1.1_40002,90_1.1_40021,90_1.1_40023,90_1.1_40007	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_18000	1	battle_bg_022	@TowerName041
142	42	3	130	5	43	0,91_1.1_40008,91_1.1_40007,91_1.1_40021,91_1.1_40005,91_1.1_40009	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_22000	1	battle_bg_022	@TowerName042
143	43	3	130	5	44	0,92_1.1_40009,92_1.1_40004,92_1.1_40003,92_1.1_40006,92_1.1_40005	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_24000	1	battle_bg_022	@TowerName043
144	44	3	130	5	45	0,93_1.1_40003,93_1.1_40005,93_1.1_40007,93_1.1_40023,93_1.1_40003	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName044
145	45	3	130	5	46	0,94_1.1_40019,94_1.1_40005,94_1.1_40008,94_1.1_40007,94_1.1_40019	10000_1001_50,30000_5007_30,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_18000	1	battle_bg_015	@TowerName045
146	46	3	130	5	47	0,95_1.1_40009,95_1.1_40006,95_1.1_40004,95_1.1_40025,95_1.1_40009	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_01000	1	battle_bg_022	@TowerName046
147	47	3	130	5	48	0,96_1.1_40004,96_1.1_40003,96_1.1_40009,96_1.1_40020,96_1.1_40004	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName047
148	48	3	130	5	49	0,97_1.1_40023,97_1.1_40025,97_1.1_40027,97_1.1_40007,97_1.1_40023	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_04000	1	battle_bg_022	@TowerName048
149	49	3	130	5	50	0,98_1.1_40008,98_1.1_40023,98_1.1_40003,98_1.1_40004,98_1.1_40008	10000_1001_50,30000_5007_30,30000_7197_1,30000_9003_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName049
150	50	3	130	5	0	0,99_1.1_40004,99_1.1_40009,99_1.1_40004,99_1.1_40009,99_1.1_40004	10000_1001_200,30000_5007_100,30000_7198_1,30000_9003_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName050
151	1	4	400	5	2	0,50_1_20005,50_1_20001,50_1_20002,50_1_20003,50_1_20004	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName001
152	2	4	400	5	3	0,51_1_20007,51_1_20019,51_1_20003,51_1_20009,51_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName002
153	3	4	400	5	4	0,52_1_20018,52_1_20001,52_1_20002,52_1_20011,52_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName003
154	4	4	400	5	5	0,53_1_20019,53_1_20016,53_1_20017,53_1_20012,53_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName004
155	5	4	400	5	6	0,54_1_20005,54_1_20012,54_1_20011,54_1_20017,54_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_17000	1	battle_bg_015	@TowerName005
156	6	4	400	5	7	0,55_1_20007,55_1_20008,55_1_20010,55_1_20011,55_1_20023	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName006
157	7	4	400	5	8	0,56_1_20018,56_1_20019,56_1_20001,56_1_20002,56_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName007
158	8	4	400	5	9	0,57_1_20019,57_1_20005,57_1_20001,57_1_20006,57_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName008
159	9	4	400	5	10	0,58_1_20004,58_1_20008,58_1_20001,58_1_20009,58_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName009
160	10	4	400	5	11	0,59_1_20010,59_1_20008,59_1_20011,59_1_20013,59_1_20012	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_13000	1	battle_bg_015	@TowerName010
161	11	4	400	5	12	0,60_1_20016,60_1_20017,60_1_20018,60_1_20015,60_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName011
162	12	4	400	5	13	0,61_1_20020,61_1_20008,61_1_20002,61_1_20008,61_1_20021	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName012
163	13	4	400	5	14	0,62_1_20022,62_1_20005,62_1_20002,62_1_20003,62_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName013
164	14	4	400	5	15	0,63_1_20023,63_1_20018,63_1_20019,63_1_20009,63_1_20003	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName014
165	15	4	400	5	16	0,64_1_20005,64_1_20006,64_1_20012,64_1_20011,64_1_20017	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName015
166	16	4	400	5	17	0,65_1_20007,65_1_20014,65_1_20011,65_1_20012,65_1_20022	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName016
167	17	4	400	5	18	0,66_1_20018,66_1_20011,66_1_20001,66_1_20017,66_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName017
168	18	4	400	5	19	0,67_1_20019,67_1_20018,67_1_20019,67_1_20021,67_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName018
169	19	4	400	5	20	0,68_1_20004,68_1_20002,68_1_20001,68_1_20002,68_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName019
170	20	4	400	5	21	0,69_1_20010,69_1_20002,69_1_20016,69_1_20006,69_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName020
171	21	4	400	5	22	0,70_1_20016,70_1_20019,70_1_20012,70_1_20008,70_1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName021
172	22	4	400	5	23	0,71_1_20020,71_1_20012,71_1_20008,71_1_20013,71_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName022
173	23	4	400	5	24	0,72_1_20022,72_1_20011,72_1_20019,72_1_20015,72_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName023
174	24	4	400	5	25	0,73_1_20023,73_1_20001,73_1_20005,73_1_20008,73_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName024
175	25	4	400	5	26	0,74_1_20005,74_1_20019,74_1_20008,74_1_20009,74_1_20008	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName025
176	26	4	400	5	27	0,75_1_20007,75_1_20001,75_1_20008,75_1_20010,75_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_10000	1	battle_bg_022	@TowerName026
177	27	4	400	5	28	0,76_1_20018,76_1_20016,76_1_20017,76_1_20012,76_1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName027
178	28	4	400	5	29	0,77_1_20019,77_1_20012,77_1_20008,77_1_20003,77_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName028
179	29	4	400	5	30	0,78_1_20004,78_1_20008,78_1_20005,78_1_20009,78_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName029
180	30	4	400	5	31	0,79_1_20010,79_1_20019,79_1_20018,79_1_20011,79_1_20018	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName030
181	31	4	400	5	32	0,80_1_20016,80_1_20005,80_1_20006,80_1_20012,80_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName031
182	32	4	400	5	33	0,81_1.1_20020,81_1.1_20019,81_1.1_20014,81_1.1_20017,81_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName032
183	33	4	400	5	34	0,82_1.1_20022,82_1.1_20001,82_1.1_20001,82_1.1_20021,82_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName033
184	34	4	400	5	35	0,83_1.1_20023,83_1.1_20016,83_1.1_20019,83_1.1_20002,83_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName034
185	35	4	400	5	36	0,84_1.1_20005,84_1.1_20012,84_1.1_20001,84_1.1_20006,84_1.1_20001	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName035
186	36	4	400	5	37	0,85_1.1_20007,85_1.1_20008,85_1.1_20016,85_1.1_20008,85_1.1_20016	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName036
187	37	4	400	5	38	0,86_1.1_20018,86_1.1_20019,86_1.1_20012,86_1.1_20013,86_1.1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName037
188	38	4	400	5	39	0,87_1.1_20019,87_1.1_20005,87_1.1_20008,87_1.1_20015,87_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName038
189	39	4	400	5	40	0,88_1.1_20004,88_1.1_20008,88_1.1_20019,88_1.1_20008,88_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName039
190	40	4	400	5	41	0,89_1.1_20010,89_1.1_20008,89_1.1_20005,89_1.1_20011,89_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName040
191	41	4	400	5	42	0,90_1.1_20016,90_1.1_20017,90_1.1_20008,90_1.1_20018,90_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_18000	1	battle_bg_022	@TowerName041
192	42	4	400	5	43	0,91_1.1_20020,91_1.1_20008,91_1.1_20008,91_1.1_20022,91_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_22000	1	battle_bg_022	@TowerName042
193	43	4	400	5	44	0,92_1.1_20022,92_1.1_20015,92_1.1_20017,92_1.1_20024,92_1.1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_24000	1	battle_bg_022	@TowerName043
194	44	4	400	5	45	0,93_1.1_20023,93_1.1_20008,93_1.1_20008,93_1.1_20017,93_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName044
195	45	4	400	5	46	0,94_1.1_20005,94_1.1_20011,94_1.1_20005,94_1.1_20018,94_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_18000	1	battle_bg_015	@TowerName045
196	46	4	400	5	47	0,95_1.1_20007,95_1.1_20018,95_1.1_20018,95_1.1_20001,95_1.1_20018	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_01000	1	battle_bg_022	@TowerName046
197	47	4	400	5	48	0,96_1.1_20018,96_1.1_20022,96_1.1_20006,96_1.1_20002,96_1.1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName047
198	48	4	400	5	49	0,97_1.1_20019,97_1.1_20024,97_1.1_20014,97_1.1_20004,97_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_04000	1	battle_bg_022	@TowerName048
199	49	4	400	5	50	0,98_1.1_20004,98_1.1_20017,98_1.1_20001,98_1.1_20003,98_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName049
200	50	4	400	5	0	0,99_1.1_20010,99_1.1_20018,99_1.1_20019,99_1.1_20009,99_1.1_20019	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName050
201	1	11	400	5	2	0,50_1_20005,50_1_20001,50_1_20002,50_1_20003,50_1_20004	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName001
202	2	11	400	5	3	0,51_1_20007,51_1_20019,51_1_20003,51_1_20009,51_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName002
203	3	11	400	5	4	0,52_1_20018,52_1_20001,52_1_20002,52_1_20011,52_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName003
204	4	11	400	5	5	0,53_1_20019,53_1_20016,53_1_20017,53_1_20012,53_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName004
205	5	11	400	5	6	0,54_1_20005,54_1_20012,54_1_20011,54_1_20017,54_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_17000	1	battle_bg_015	@TowerName005
206	6	11	400	5	7	0,55_1_20007,55_1_20008,55_1_20010,55_1_20011,55_1_20023	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName006
207	7	11	400	5	8	0,56_1_20018,56_1_20019,56_1_20001,56_1_20002,56_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName007
208	8	11	400	5	9	0,57_1_20019,57_1_20005,57_1_20001,57_1_20006,57_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName008
209	9	11	400	5	10	0,58_1_20004,58_1_20008,58_1_20001,58_1_20009,58_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName009
210	10	11	400	5	11	0,59_1_20010,59_1_20008,59_1_20011,59_1_20013,59_1_20012	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_13000	1	battle_bg_015	@TowerName010
211	11	11	400	5	12	0,60_1_20016,60_1_20017,60_1_20018,60_1_20015,60_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName011
212	12	11	400	5	13	0,61_1_20020,61_1_20008,61_1_20002,61_1_20008,61_1_20021	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName012
213	13	11	400	5	14	0,62_1_20022,62_1_20005,62_1_20002,62_1_20003,62_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName013
214	14	11	400	5	15	0,63_1_20023,63_1_20018,63_1_20019,63_1_20009,63_1_20003	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName014
215	15	11	400	5	16	0,64_1_20005,64_1_20006,64_1_20012,64_1_20011,64_1_20017	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName015
216	16	11	400	5	17	0,65_1_20007,65_1_20014,65_1_20011,65_1_20012,65_1_20022	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName016
217	17	11	400	5	18	0,66_1_20018,66_1_20011,66_1_20001,66_1_20017,66_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName017
