id	isOpen	name	part	部位	quality	level	profession	smeltGain	costItem1	costItem2	costCoin	costReo	washCoinCost	equipAttr	装备图标	打孔消耗	星级	套装	套装品阶	进化材料	进化ID	套装副属性	升级装备ID	升级固定材料	升级优先材料	升级混合材料	升级可变材料总数	套装分解	装备评分	专属id
10504	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_3458_3458,106_259_259	equipment/NG_E_10501.png	0	4	0	0	0	0	0	10505	30000_10501_120	0	0	0	0	1961	105
10505	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_4149_4149,106_311_311	equipment/NG_E_10501.png	0	5	0	0	0	0	0	10506	30000_10501_150	0	0	0	0	2103	105
10506	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_4979_4979,106_373_373	equipment/NG_E_10501.png	0	6	0	0	0	0	0	10507	30000_10501_180	0	0	0	0	2258	105
10507	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_5975_5975,106_448_448	equipment/NG_E_10501.png	0	7	0	0	0	0	0	10508	30000_10501_210	0	0	0	0	2593	105
10508	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_7170_7170,106_538_538	equipment/NG_E_10501.png	0	8	0	0	0	0	0	10509	30000_10501_240	0	0	0	0	2671	105
10509	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_8604_8604,106_646_646	equipment/NG_E_10501.png	0	9	0	0	0	0	0	10510	30000_10501_270	0	0	0	0	2748	105
10510	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_10325_10325,106_775_775	equipment/NG_E_10501.png	0	10	0	0	0	0	0	10511	30000_10501_300	0	0	0	0	2813	105
10511	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_12390_12390,106_930_930	equipment/NG_E_10501.png	0	11	0	0	0	0	0	10512	30000_10501_330	0	0	0	0	2877	105
10512	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_14868_14868,106_1116_1116	equipment/NG_E_10501.png	0	12	0	0	0	0	0	10513	30000_10501_360	0	0	0	0	2942	105
10513	1	@Equip_Name_10501	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_17842_17842,106_1339_1339	equipment/NG_E_10501.png	0	13	0	0	0	0	0	0	30000_10501_390	0	0	0	0	3006	105
10601	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_211_211,109_78_78	equipment/NG_E_10601.png	0	1	0	0	0	0	0	10602		0	0	0	0	1290	106
10602	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_253_253,109_93_93	equipment/NG_E_10601.png	0	2	0	0	0	0	0	10603	30000_10601_60	0	0	0	0	1484	106
10603	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_303_303,109_112_112	equipment/NG_E_10601.png	0	3	0	0	0	0	0	10604	30000_10601_90	0	0	0	0	1716	106
10604	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_363_363,109_134_134	equipment/NG_E_10601.png	0	4	0	0	0	0	0	10605	30000_10601_120	0	0	0	0	1961	106
10605	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_436_436,109_161_161	equipment/NG_E_10601.png	0	5	0	0	0	0	0	10606	30000_10601_150	0	0	0	0	2103	106
10606	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_523_523,109_193_193	equipment/NG_E_10601.png	0	6	0	0	0	0	0	10607	30000_10601_180	0	0	0	0	2258	106
10607	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_628_628,109_231_231	equipment/NG_E_10601.png	0	7	0	0	0	0	0	10608	30000_10601_210	0	0	0	0	2593	106
10608	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_753_753,109_277_277	equipment/NG_E_10601.png	0	8	0	0	0	0	0	10609	30000_10601_240	0	0	0	0	2671	106
10609	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_903_903,109_332_332	equipment/NG_E_10601.png	0	9	0	0	0	0	0	10610	30000_10601_270	0	0	0	0	2748	106
10610	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1083_1083,109_398_398	equipment/NG_E_10601.png	0	10	0	0	0	0	0	10611	30000_10601_300	0	0	0	0	2813	106
10611	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1299_1299,109_478_478	equipment/NG_E_10601.png	0	11	0	0	0	0	0	10612	30000_10601_330	0	0	0	0	2877	106
10612	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1559_1559,109_574_574	equipment/NG_E_10601.png	0	12	0	0	0	0	0	10613	30000_10601_360	0	0	0	0	2942	106
10613	1	@Equip_Name_10601	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1871_1871,109_689_689	equipment/NG_E_10601.png	0	13	0	0	0	0	0	0	30000_10601_390	0	0	0	0	3006	106
10701	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_2724_2724,106_170_170	equipment/NG_E_10701.png	0	1	0	0	0	0	0	10702		0	0	0	0	2875	107
10702	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_3269_3269,106_204_204	equipment/NG_E_10701.png	0	2	0	0	0	0	0	10703	30000_10701_60	0	0	0	0	3301	107
10703	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_3923_3923,106_245_245	equipment/NG_E_10701.png	0	3	0	0	0	0	0	10704	30000_10701_90	0	0	0	0	3401	107
10704	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_4707_4707,106_294_294	equipment/NG_E_10701.png	0	4	0	0	0	0	0	10705	30000_10701_120	0	0	0	0	3498	107
10705	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_5648_5648,106_353_353	equipment/NG_E_10701.png	0	5	0	0	0	0	0	10706	30000_10701_150	0	0	0	0	3582	107
10706	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_6778_6778,106_423_423	equipment/NG_E_10701.png	0	6	0	0	0	0	0	10707	30000_10701_180	0	0	0	0	2875	107
10707	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_8133_8133,106_507_507	equipment/NG_E_10701.png	0	7	0	0	0	0	0	10708	30000_10701_210	0	0	0	0	3301	107
10708	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_9760_9760,106_608_608	equipment/NG_E_10701.png	0	8	0	0	0	0	0	10709	30000_10701_240	0	0	0	0	3401	107
10709	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_11712_11712,106_729_729	equipment/NG_E_10701.png	0	9	0	0	0	0	0	10710	30000_10701_270	0	0	0	0	3498	107
10710	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_14054_14054,106_875_875	equipment/NG_E_10701.png	0	10	0	0	0	0	0	10711	30000_10701_300	0	0	0	0	3582	107
10711	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_16865_16865,106_1050_1050	equipment/NG_E_10701.png	0	11	0	0	0	0	0	10712	30000_10701_330	0	0	0	0	3664	107
10712	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_20238_20238,106_1260_1260	equipment/NG_E_10701.png	0	12	0	0	0	0	0	10713	30000_10701_360	0	0	0	0	3745	107
10713	1	@Equip_Name_10701	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_24285_24285,106_1512_1512	equipment/NG_E_10701.png	0	13	0	0	0	0	0	0	30000_10701_390	0	0	0	0	3827	107
10801	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_244_244,107_127_127	equipment/NG_E_10801.png	0	1	0	0	0	0	0	10802		0	0	0	0	2822	108
10802	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_293_293,107_152_152	equipment/NG_E_10801.png	0	2	0	0	0	0	0	10803	30000_10801_60	0	0	0	0	3242	108
10803	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_352_352,107_182_182	equipment/NG_E_10801.png	0	3	0	0	0	0	0	10804	30000_10801_90	0	0	0	0	3338	108
10804	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_422_422,107_218_218	equipment/NG_E_10801.png	0	4	0	0	0	0	0	10805	30000_10801_120	0	0	0	0	3436	108
10805	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_506_506,107_261_261	equipment/NG_E_10801.png	0	5	0	0	0	0	0	10806	30000_10801_150	0	0	0	0	3517	108
10806	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_607_607,107_313_313	equipment/NG_E_10801.png	0	6	0	0	0	0	0	10807	30000_10801_180	0	0	0	0	2822	108
10807	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_728_728,107_375_375	equipment/NG_E_10801.png	0	7	0	0	0	0	0	10808	30000_10801_210	0	0	0	0	3242	108
10808	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_873_873,107_450_450	equipment/NG_E_10801.png	0	8	0	0	0	0	0	10809	30000_10801_240	0	0	0	0	3338	108
10809	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1047_1047,107_540_540	equipment/NG_E_10801.png	0	9	0	0	0	0	0	10810	30000_10801_270	0	0	0	0	3436	108
10810	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1256_1256,107_648_648	equipment/NG_E_10801.png	0	10	0	0	0	0	0	10811	30000_10801_300	0	0	0	0	3517	108
10811	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1507_1507,107_778_778	equipment/NG_E_10801.png	0	11	0	0	0	0	0	10812	30000_10801_330	0	0	0	0	3596	108
10812	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1808_1808,107_934_934	equipment/NG_E_10801.png	0	12	0	0	0	0	0	10813	30000_10801_360	0	0	0	0	3677	108
10813	1	@Equip_Name_10801	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_2169_2169,107_1121_1121	equipment/NG_E_10801.png	0	13	0	0	0	0	0	0	30000_10801_390	0	0	0	0	3758	108
10901	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_1613_1613,107_132_132	equipment/NG_E_10901.png	0	1	0	0	0	0	0	10902		0	0	0	0	2849	109
10902	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_1935_1935,107_158_158	equipment/NG_E_10901.png	0	2	0	0	0	0	0	10903	30000_10901_60	0	0	0	0	3272	109
10903	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_2322_2322,107_190_190	equipment/NG_E_10901.png	0	3	0	0	0	0	0	10904	30000_10901_90	0	0	0	0	3370	109
10904	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_2786_2786,107_228_228	equipment/NG_E_10901.png	0	4	0	0	0	0	0	10905	30000_10901_120	0	0	0	0	3467	109
10905	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_3343_3343,107_274_274	equipment/NG_E_10901.png	0	5	0	0	0	0	0	10906	30000_10901_150	0	0	0	0	3548	109
10906	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_4012_4012,107_329_329	equipment/NG_E_10901.png	0	6	0	0	0	0	0	10907	30000_10901_180	0	0	0	0	2849	109
10907	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_4814_4814,107_395_395	equipment/NG_E_10901.png	0	7	0	0	0	0	0	10908	30000_10901_210	0	0	0	0	3272	109
10908	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_5777_5777,107_474_474	equipment/NG_E_10901.png	0	8	0	0	0	0	0	10909	30000_10901_240	0	0	0	0	3370	109
10909	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_6932_6932,107_569_569	equipment/NG_E_10901.png	0	9	0	0	0	0	0	10910	30000_10901_270	0	0	0	0	3467	109
10910	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_8318_8318,107_683_683	equipment/NG_E_10901.png	0	10	0	0	0	0	0	10911	30000_10901_300	0	0	0	0	3548	109
10911	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_9982_9982,107_819_819	equipment/NG_E_10901.png	0	11	0	0	0	0	0	10912	30000_10901_330	0	0	0	0	3630	109
10912	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_11978_11978,107_983_983	equipment/NG_E_10901.png	0	12	0	0	0	0	0	10913	30000_10901_360	0	0	0	0	3711	109
10913	1	@Equip_Name_10901	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	101_14373_14373,107_1180_1180	equipment/NG_E_10901.png	0	13	0	0	0	0	0	0	30000_10901_390	0	0	0	0	3793	109
11001	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_224_224,101_1335_1335	equipment/NG_E_11001.png	0	1	0	0	0	0	0	11002		0	0	0	0	1290	110
11002	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_269_269,101_1602_1602	equipment/NG_E_11001.png	0	2	0	0	0	0	0	11003	30000_11001_60	0	0	0	0	1484	110
11003	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_323_323,101_1922_1922	equipment/NG_E_11001.png	0	3	0	0	0	0	0	11004	30000_11001_90	0	0	0	0	1716	110
11004	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_388_388,101_2306_2306	equipment/NG_E_11001.png	0	4	0	0	0	0	0	11005	30000_11001_120	0	0	0	0	1961	110
11005	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_465_465,101_2767_2767	equipment/NG_E_11001.png	0	5	0	0	0	0	0	11006	30000_11001_150	0	0	0	0	2103	110
11006	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_558_558,101_3320_3320	equipment/NG_E_11001.png	0	6	0	0	0	0	0	11007	30000_11001_180	0	0	0	0	2258	110
11007	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_669_669,101_3984_3984	equipment/NG_E_11001.png	0	7	0	0	0	0	0	11008	30000_11001_210	0	0	0	0	2593	110
11008	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_803_803,101_4781_4781	equipment/NG_E_11001.png	0	8	0	0	0	0	0	11009	30000_11001_240	0	0	0	0	2671	110
11009	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_963_963,101_5737_5737	equipment/NG_E_11001.png	0	9	0	0	0	0	0	11010	30000_11001_270	0	0	0	0	2748	110
11010	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1155_1155,101_6884_6884	equipment/NG_E_11001.png	0	10	0	0	0	0	0	11011	30000_11001_300	0	0	0	0	2813	110
11011	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1386_1386,101_8261_8261	equipment/NG_E_11001.png	0	11	0	0	0	0	0	11012	30000_11001_330	0	0	0	0	2877	110
11012	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1663_1663,101_9913_9913	equipment/NG_E_11001.png	0	12	0	0	0	0	0	11013	30000_11001_360	0	0	0	0	2942	110
11013	1	@Equip_Name_11001	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1995_1995,101_11895_11895	equipment/NG_E_11001.png	0	13	0	0	0	0	0	0	30000_11001_390	0	0	0	0	3006	110
11101	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_170_170,109_75_75	equipment/NG_E_11101.png	0	1	0	0	0	0	0	11102		0	0	0	0	1290	111
11102	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_204_204,109_90_90	equipment/NG_E_11101.png	0	2	0	0	0	0	0	11103	30000_11101_60	0	0	0	0	1484	111
11103	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_245_245,109_108_108	equipment/NG_E_11101.png	0	3	0	0	0	0	0	11104	30000_11101_90	0	0	0	0	1716	111
11104	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_294_294,109_129_129	equipment/NG_E_11101.png	0	4	0	0	0	0	0	11105	30000_11101_120	0	0	0	0	1961	111
11105	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_353_353,109_155_155	equipment/NG_E_11101.png	0	5	0	0	0	0	0	11106	30000_11101_150	0	0	0	0	2103	111
11106	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_423_423,109_186_186	equipment/NG_E_11101.png	0	6	0	0	0	0	0	11107	30000_11101_180	0	0	0	0	2258	111
11107	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_507_507,109_223_223	equipment/NG_E_11101.png	0	7	0	0	0	0	0	11108	30000_11101_210	0	0	0	0	2593	111
11108	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_608_608,109_268_268	equipment/NG_E_11101.png	0	8	0	0	0	0	0	11109	30000_11101_240	0	0	0	0	2671	111
11109	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_729_729,109_321_321	equipment/NG_E_11101.png	0	9	0	0	0	0	0	11110	30000_11101_270	0	0	0	0	2748	111
11110	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_875_875,109_385_385	equipment/NG_E_11101.png	0	10	0	0	0	0	0	11111	30000_11101_300	0	0	0	0	2813	111
11111	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1050_1050,109_462_462	equipment/NG_E_11101.png	0	11	0	0	0	0	0	11112	30000_11101_330	0	0	0	0	2877	111
11112	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1260_1260,109_554_554	equipment/NG_E_11101.png	0	12	0	0	0	0	0	11113	30000_11101_360	0	0	0	0	2942	111
11113	1	@Equip_Name_11101	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1512_1512,109_665_665	equipment/NG_E_11101.png	0	13	0	0	0	0	0	0	30000_11101_390	0	0	0	0	3006	111
11201	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_190_190,111_32_32	equipment/NG_E_11201.png	0	1	0	0	0	0	0	11202		0	0	0	0	1305	112
11202	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_228_228,111_38_38	equipment/NG_E_11201.png	0	2	0	0	0	0	0	11203	30000_11201_60	0	0	0	0	1502	112
11203	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_274_274,111_45_45	equipment/NG_E_11201.png	0	3	0	0	0	0	0	11204	30000_11201_90	0	0	0	0	1736	112
11204	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_329_329,111_54_54	equipment/NG_E_11201.png	0	4	0	0	0	0	0	11205	30000_11201_120	0	0	0	0	1984	112
11205	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_395_395,111_65_65	equipment/NG_E_11201.png	0	5	0	0	0	0	0	11206	30000_11201_150	0	0	0	0	2128	112
11206	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_474_474,111_78_78	equipment/NG_E_11201.png	0	6	0	0	0	0	0	11207	30000_11201_180	0	0	0	0	2285	112
11207	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_569_569,111_93_93	equipment/NG_E_11201.png	0	7	0	0	0	0	0	11208	30000_11201_210	0	0	0	0	2623	112
11208	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_683_683,111_112_112	equipment/NG_E_11201.png	0	8	0	0	0	0	0	11209	30000_11201_240	0	0	0	0	2702	112
11209	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_819_819,111_134_134	equipment/NG_E_11201.png	0	9	0	0	0	0	0	11210	30000_11201_270	0	0	0	0	2780	112
11210	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_983_983,111_161_161	equipment/NG_E_11201.png	0	10	0	0	0	0	0	11211	30000_11201_300	0	0	0	0	2847	112
11211	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1179_1179,111_193_193	equipment/NG_E_11201.png	0	11	0	0	0	0	0	11212	30000_11201_330	0	0	0	0	2911	112
11212	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1415_1415,111_232_232	equipment/NG_E_11201.png	0	12	0	0	0	0	0	11213	30000_11201_360	0	0	0	0	2976	112
11213	1	@Equip_Name_11201	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1698_1698,111_278_278	equipment/NG_E_11201.png	0	13	0	0	0	0	0	0	30000_11201_390	0	0	0	0	3041	112
11301	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_220_220,107_131_131	equipment/NG_E_11301.png	0	1	0	0	0	0	0	11302		0	0	0	0	2875	113
11302	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_264_264,107_157_157	equipment/NG_E_11301.png	0	2	0	0	0	0	0	11303	30000_11301_60	0	0	0	0	3301	113
11303	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_317_317,107_188_188	equipment/NG_E_11301.png	0	3	0	0	0	0	0	11304	30000_11301_90	0	0	0	0	3401	113
11304	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_380_380,107_225_225	equipment/NG_E_11301.png	0	4	0	0	0	0	0	11305	30000_11301_120	0	0	0	0	3498	113
11305	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_456_456,107_270_270	equipment/NG_E_11301.png	0	5	0	0	0	0	0	11306	30000_11301_150	0	0	0	0	3582	113
11306	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_547_547,107_324_324	equipment/NG_E_11301.png	0	6	0	0	0	0	0	11307	30000_11301_180	0	0	0	0	2875	113
11307	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_656_656,107_389_389	equipment/NG_E_11301.png	0	7	0	0	0	0	0	11308	30000_11301_210	0	0	0	0	3301	113
11308	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_787_787,107_467_467	equipment/NG_E_11301.png	0	8	0	0	0	0	0	11309	30000_11301_240	0	0	0	0	3401	113
11309	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_944_944,107_560_560	equipment/NG_E_11301.png	0	9	0	0	0	0	0	11310	30000_11301_270	0	0	0	0	3498	113
11310	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1133_1133,107_672_672	equipment/NG_E_11301.png	0	10	0	0	0	0	0	11311	30000_11301_300	0	0	0	0	3582	113
11311	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1360_1360,107_806_806	equipment/NG_E_11301.png	0	11	0	0	0	0	0	11312	30000_11301_330	0	0	0	0	3664	113
11312	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1632_1632,107_967_967	equipment/NG_E_11301.png	0	12	0	0	0	0	0	11313	30000_11301_360	0	0	0	0	3745	113
11313	1	@Equip_Name_11301	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	114_1958_1958,107_1160_1160	equipment/NG_E_11301.png	0	13	0	0	0	0	0	0	30000_11301_390	0	0	0	0	3827	113
11401	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_220_220,109_75_75	equipment/NG_E_11401.png	0	1	0	0	0	0	0	11402		0	0	0	0	2822	114
11402	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_264_264,109_90_90	equipment/NG_E_11401.png	0	2	0	0	0	0	0	11403	30000_11401_60	0	0	0	0	3242	114
11403	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_317_317,109_108_108	equipment/NG_E_11401.png	0	3	0	0	0	0	0	11404	30000_11401_90	0	0	0	0	3338	114
11404	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_380_380,109_129_129	equipment/NG_E_11401.png	0	4	0	0	0	0	0	11405	30000_11401_120	0	0	0	0	3436	114
11405	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_456_456,109_155_155	equipment/NG_E_11401.png	0	5	0	0	0	0	0	11406	30000_11401_150	0	0	0	0	3517	114
11406	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_547_547,109_186_186	equipment/NG_E_11401.png	0	6	0	0	0	0	0	11407	30000_11401_180	0	0	0	0	2822	114
11407	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_656_656,109_223_223	equipment/NG_E_11401.png	0	7	0	0	0	0	0	11408	30000_11401_210	0	0	0	0	3242	114
11408	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_787_787,109_268_268	equipment/NG_E_11401.png	0	8	0	0	0	0	0	11409	30000_11401_240	0	0	0	0	3338	114
11409	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_944_944,109_321_321	equipment/NG_E_11401.png	0	9	0	0	0	0	0	11410	30000_11401_270	0	0	0	0	3436	114
11410	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1133_1133,109_385_385	equipment/NG_E_11401.png	0	10	0	0	0	0	0	11411	30000_11401_300	0	0	0	0	3517	114
11411	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1360_1360,109_462_462	equipment/NG_E_11401.png	0	11	0	0	0	0	0	11412	30000_11401_330	0	0	0	0	3596	114
11412	1	@Equip_Name_11401	@EquipPart_10	10	6	1	0	0	0	0	0	0	0	113_1632_1632,109_554_554	equipment/NG_E_11401.png	0	12	0	0	0	0	0	11413	30000_11401_360	0	0	0	0	3677	114
